COMMON NAME,OBSERVATION COUNT,STATE,STATE CODE,COUNTY,COUNTY CODE,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,GROUP IDENTIFIER,APPROVED,SPECIES COMMENTS
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Hoophorn Spur - at 4700' on north side of spur,L1491314,P,-43.7597455,170.084754,1977-11-03,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Crest of Haast Ridge - about half way between bottom of ridge and Haast hut,L1491316,P,-43.5867764,170.2036902,1977-11-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Hoophorn Ridge,L1491313,P,-43.7604729,170.0814881,1977-11-03,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,4700' on N side of the Hoophorn Spur,L1491312,P,-43.758538,170.0797804,1977-11-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sawyers Stream by old power station,L1491322,P,-43.757944,170.094092,1977-12-08,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,On ridge leqading up to Ball Pass from Ball Hut - about 5000',L1491325,P,-43.630027,170.1734168,1977-12-27,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Around Sefton Bivouac,L1491348,P,-43.6875247,170.0764012,1978-01-31,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Northh face under hut - Sefton Biv,L1491349,P,-43.6875178,170.0778908,1978-01-31,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Around Sefton Bivouac - above hut on herb field,L1491346,P,-43.6865565,170.0755175,1978-01-31,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Foot of haast Ridge, nr spot height 4179'",L1491356,P,-43.5883001,170.2052301,1978-02-05,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Haast Ridge - only 2500' up ridge (at top of grassy gully that leads up from moraine wall),L1491361,P,-43.5893755,170.2068529,1978-02-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Haast Ridge - only 2500' up ridge (at top of grassy gully that leads up from moraine wall),L1491361,P,-43.5893755,170.2068529,1978-02-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sealy Tarns area - just below traverse back to right below Sealy Trans,L1491358,P,-43.7127891,170.0746767,1978-02-07,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Malte Brun Hut site,L1491363,P,-43.5601438,170.2511133,1978-02-25,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mount Lloyd - 7200',L1491369,P,-43.8093961,170.0663009,1978-05-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Above forestry bridge - Murchison - seen here in past survey,L1491372,P,-43.6155217,170.3247537,1978-09-28,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sladden Saddle,L1491419,P,-43.7616817,170.0373796,1979-01-25,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Between Marie and Darby,L1491424,P,-43.764658,170.0167288,1979-01-26,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,just below Annette Plateau on the Sebastopol Ridge,L1491436,P,-43.7495697,170.0654325,1979-02-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Copland Ridge - just over first knob on Copland Ridge - approx 3700',L1491434,P,-43.6576021,170.1074372,1979-02-06,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mueller Hut area - just below and south of hut,L1491435,P,-43.7193853,170.0667194,1979-02-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Haast Ridge 4200',L1491439,P,-43.5870508,170.2038633,1979-03-05,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Lower Haast Ridge area - on lateral moraine wall below bottom of Haast Ridge,L1491440,P,-43.5893532,170.2077831,1979-03-05,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mt Olivier,L1491468,P,-43.722658,170.0643867,1979-12-11,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Waihi Pass,L1491467,P,-43.7364233,170.0602988,1979-12-11,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Close to De la Beche Hut - 500' above hut,L1491472,P,-43.5463764,170.244126,1979-12-25,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Copland Ridge, from pink boulder up to this section",L1491470,P,-43.6555358,170.1058619,1979-12-13,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Bluffs just below Sefton Biv,L1491485,P,-43.6884867,170.0770371,1980-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Above Sefton Biv,L1491484,P,-43.6867591,170.0746389,1980-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Malte Brun,L1491477,P,-43.5627259,170.3027593,1980-01-03,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Basin at foot of Sefton Biv ridge in creek below bluffs,L1491487,P,-43.6942308,170.0850739,1980-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Amongst bluffs eb route to Sefton Biv,L1491486,P,-43.6915539,170.078998,1980-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Ball Pass area - 1000' below Ball Pass - snow on ground,L1491490,P,-43.6434024,170.1553043,1980-02-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Ledges below Mueller Hut on Mueller Glacier side,L1491491,P,-43.7197225,170.0605566,1980-02-02,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Just below Sefton Bivvy,L1491501,P,-43.6879675,170.0778689,1980-02-24,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sealy Tarns track in subalpine scrub near monument rocks 1200',L1491570,P,-43.7136725,170.0792896,1980-07-07,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,De la Beche Ridge,L1491576,P,-43.5300711,170.2532861,1980-12-30,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Near Hooker Hut - on scree - below track just before reaching flt tussock area before hut,L1490714,P,-43.6649343,170.1106826,1981-04-04,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Wakefield Ridge - basin below summit (western side),L1490736,P,-43.6939969,170.1220714,1982-01-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Just nth of Mt Annette,L1490729,P,-43.746366,170.0616758,1982-01-09,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mt Sealy,L1490728,P,-43.7651058,170.0478977,1982-01-09,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,4500' 0n scree en route to Sefton Biv,L1490730,P,-43.6929382,170.0838333,1982-01-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,True right of Stocking Stream 4000' - downstream from prominent bluff,L1490731,P,-43.6949149,170.0854131,1982-01-10,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,On ridge above Sebastopol,L1490739,P,-43.7525286,170.0913781,1982-01-22,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Around Sefton Biv,L1490733,P,-43.6878798,170.0761978,1982-01-12,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Wakefield Ridge - low - up from swing bridge,L1490738,P,-43.720662,170.1276872,1982-01-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Below Sefton Biv,L1490734,P,-43.6886941,170.0763444,1982-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Wakefield Ridge - mid way up ridge,L1490737,P,-43.7017937,170.1223192,1982-01-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Just below Mueller Hut,L1490744,P,-43.7185805,170.066945,1982-02-27,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Fraser Stream,L1490751,P,-43.7879975,170.3004892,1982-11-23,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Fraser Stream,L1490802,P,-43.7973196,170.3062871,1982-12-06,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Mueller Hut, Mt Cook",L1490798,P,-43.7196831,170.0642836,1989-03-04,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Aoraki/Mount Cook NP -- Sealey Tarns,L521321,H,-43.7185,170.0758,1999-05-10,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mount Cook National Park (use specific sites if possible),L3896028,H,-43.7375227,170.10252,2002-11-14,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mount Cook National Park (use specific sites if possible),L3896028,H,-43.7375227,170.10252,2005-11-10,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Aoraki/Mount Cook NP--Mt Cook Village,L521320,H,-43.734,170.0977,2010-02-17,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Tasman Glacier,L13500350,P,-43.6207936,170.1910526,2012-04-29,,1.0,"Small bird with short tail, long legs. Observed in alpine rock and scrub"
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Rock Meadow, Muellar Hut route",L1908806,P,-43.7158216,170.0694108,2012-04-09,,1.0,"Observed while climbing between the Sealy tarns and the Muellar hut. --It was scavenging among the large rocks in the area, and seemed unconcerned at my presence.----Photo link:--https://plus.google.com/photos/100516021212957376145/albums/5694282064807908481/5838970734847077138"
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Tasman Glacier Car Park,L3930002,H,-43.6980126,170.1630226,2016-12-03,,1.0,Very small bird flew into small shrub approximately 20 feet from us and then perched on rock along trail to Lake Tasman. Almost no tail visible and very prominent whitish supercilium. Flanks were quite yellow and breast and undersides unstreaked white. Wings and back were olive-green. Bill seen in profile was thicker and straighter than Rifleman. Bird observed for approximately 20 seconds through Swarovski 8 X 42 binos.
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Red Tarn Track, Mt Cook National Park, Canterbury, NZ (-43.75, 170.101)",L11030968,P,-43.7504711,170.1014411,2017-04-29,,1.0,Single bird clearly seen moving amongst low vegetation.
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Tasman Glacier Car Park,L3930002,H,-43.6980126,170.1630226,2017-10-23,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mueller Hut,L6763591,P,-43.7209847,170.0646472,2018-01-22,,1.0,"Heard calling initially; appeared 10m from hut; foraged in the vicinity for about 4 mins, then disappeared."
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mueller Hut,L10000700,P,-43.7209472,170.0646687,2019-02-25,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sefton Biv,L9126698,P,-43.690328,170.077201,2019-04-24,,1.0,Just one seen in blocks of cracking spur.  exact grid ref1364447 5158368 1550masl
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Mueller Hut Track above Sealy Tarns,L20191012,P,-43.7149388,170.0719788,2020-02-25,,1.0,"One curious rockwren hopped over to look at us while we sat amongst strewn boulders in the grass for a break. Came within 2 metres, small bird with very short tail and large feet, distinctive bobbing motions as it observed us for approx 2 minutes, drab colours suggested female."
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Hooker Valley Track,L10954278,P,-43.716038,170.067045,2020-03-02,,1.0,"Male and female observed at close range, well-photographed."
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,Sefton biv ridge,L12293527,P,-43.6913248,170.079186,2020-09-12,,1.0,Flying around and returning to potential nest area
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"NZ (-43.711, 170.118)",L13848650,P,-43.7113074,170.117888,2021-02-20,,1.0,Single bird. Observed for 15 minutes.
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AO133,L34640882,P,-43.579206,170.3504679,2023-01-25,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,Both seen
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,AL135,L34640873,P,-43.7158563,170.0464793,2023-02-18,,1.0,
South Island Wren,1.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Mueller Hut Route, Canterbury, NZ",L28600225,P,-43.7137727,170.0752171,2024-01-03,,1.0,Pic
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Mueller Hut Route, Canterbury, NZ (-43.714, 170.074)",L30273649,P,-43.7137246,170.0744938,2024-03-31,,1.0,2 birds seen well in large boulder field around halfway between Sealy Tarns and the skyline ridge.
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Mueller Hut Route, Canterbury, NZ (-43.716, 170.07)",L29617649,P,-43.7158419,170.0699102,2024-03-03,,1.0,Pair
South Island Wren,2.0,Canterbury,NZ-CAN,Mackenzie District,NZ-CAN-065,"Mueller Hut, Mount Cook National Park",L30362157,P,-43.7210628,170.0645976,2024-04-06,,1.0,2 rock wrens halfway betweeen sealy tarns and mueller hut
South Island Wren,1.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"Hopkins, Richardson Glacier, Baron Saddle",L1491544,P,-43.8182214,169.9338393,1980-04-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,Upper Canyon Creek,L1490831,P,-44.1900386,169.5829927,1989-04-22,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,2.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,Canyon creek track,L27947055,P,-44.300936,169.5861028,2017-12-29,,1.0,Count. Small green wrens with a light stripe by their eye. feeding around rocks. Male and Female
South Island Wren,4.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,Lake Dumb-Bell,L10666778,P,-44.235714,169.7608284,2020-01-15,,1.0,Family group in alpine boulderfield
South Island Wren,1.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,AH141,L16564805,P,-44.1365808,169.6254713,2021-02-19,,1.0,"Near camp, female"
South Island Wren,1.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,AH141,L16564805,P,-44.1365808,169.6254713,2021-02-18,,1.0,"Near camp, female"
South Island Wren,3.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"Te Wahipounamu, Hopkins Valley NZ-Canterbury -44.09076, 169.74842",L14102198,P,-44.090764,169.748417,2021-03-19,,1.0,Three birds clearly sighted by all four members of group at a distance of 10 m.
South Island Wren,2.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"South Temple Valley, Canterbury, NZ (-44.088, 169.743)",L29562658,P,-44.0884843,169.7434576,2024-02-28,,1.0,Pair.
South Island Wren,5.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"South Temple Valley, Canterbury, NZ (-44.088, 169.747)",L29562651,P,-44.0882776,169.7469686,2024-02-28,,1.0,Atleast two juveniles and one adult male
South Island Wren,2.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"NZ (-44.183, 169.611)",L30267674,P,-44.1832302,169.6109835,2024-03-31,,1.0,"Pair heard close by in suitable habitat. Classic two-part rising high pitched squeak. We heard and saw a handful over a few days, it was just coincidence these were in the count as I hit the ridge."
South Island Wren,2.0,Canterbury,NZ-CAN,Waitaki District,NZ-CAN-068,"Auto selected -44.18188, 169.58459",L32826033,P,-44.181876,169.584592,2024-03-31,,1.0,Saw both birds bopping about - saw three pairs in total at the east end of the basin
South Island Wren,1.0,Marlborough,NZ-MBH,Marlborough District,NZ-MBH-053,"Head of Shin R, inland Kaikouras. 6000'.",L1490911,P,-41.9740013,173.6799692,1953-05-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Marlborough,NZ-MBH,Marlborough District,NZ-MBH-053,Silverstream,L1491058,P,-41.8244058,173.0422202,1970-01-16,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Marlborough,NZ-MBH,Marlborough District,NZ-MBH-053,"Near summit Mt Tapuae-o-Uenuku, Inland Kaikouras",L1491407,P,-41.9954547,173.6599753,1979-01-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Marlborough,NZ-MBH,Marlborough District,NZ-MBH-053,Bottom of couloir leading to summit of Mt Alarm,L1491406,P,-42.0066093,173.6373925,1979-01-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Marlborough,NZ-MBH,Marlborough District,NZ-MBH-053,Saxton Saddle (Molesworth area?),L1491438,P,-41.9459844,173.2017179,1979-02-19,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Makarora Valley 4000', saw nest and parents feed young",L1490849,P,-44.2672858,169.2520358,1941-01-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,rocky bluffs at the lowest point of Cascade saddle(c4500') facing Head's Leap,L1491016,P,-44.4761374,168.6243404,1965-01-19,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Summit of Black Peak, 7566' in the lower Matukituki Valley",L1491017,P,-44.6358404,168.4227274,1965-02-21,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,W. Hunter Creek (Rees) - 50' up under bluffs facing east at 4000'    nest,L1491044,P,-44.5784518,168.4166052,1969-01-07,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Vicinity of bluffs near crossing of South Hunter,L1491045,P,-44.017182,169.6503072,1969-01-07,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Summit rocks of Shark's Tooth, Matukituki",L1491006,P,-44.5295957,168.7767087,1969-02-22,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,The ridge from Aspiring Flat towards Moncricff Col.,L1491046,P,-44.3950651,168.7819319,1969-02-01,,1.0,"Data from Michelsen-Heath & Gaze 2007: Above the Powell Bivy, close to the main bluffs, at a collection of large boulders, separated from the bluffs by a gut."
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Mt Aeolus, Wilkin Valley,7706'",L1491059,P,-44.2299073,169.0143159,1970-01-17,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"French Ridge, about the level of the new hut and at the north edge of Mic Ridge",L1491054,P,-44.4284971,168.6896253,1970-01-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Mt Ansted,L1491065,P,-44.5270566,168.5795482,1970-12-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Mt Tyndall,L1491066,P,-44.5310332,168.6424337,1970-12-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Up to 7500' on the col between Head and Moira,L1491069,P,-44.5556044,168.438178,1971-01-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,W. Hunter Creek (Rees) - 50' up under bluffs facing east at 4000',L1491068,P,-44.5784518,168.4166052,1971-01-20,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Makarora station, 4500'",L1491083,P,-44.2635997,169.2481316,1972-01-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"French Ridge Bivy, Manp",L1491110,P,-44.4277676,168.694206,1972-12-27,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,The ridge from Aspiring Flat towards Moncricff Col.,L1491111,P,-44.3950651,168.7819319,1973-01-01,,1.0,"Data from Michelsen-Heath & Gaze 2007: Above the Powell Bivy, close to the main bluffs, at a collection of large boulders, separated from the bluffs by a gut."
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Top of bluffs nr head of S.Fish,L1491124,P,-44.0890216,169.2889489,1974-02-17,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Bouldery gully, summit of Duncan's Knob, E.Matukituki (s.side) 5300'",L1491123,P,-44.4253705,168.7998858,1974-02-17,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Head of West Matukituki under waterfall,L1491126,P,-44.4025354,168.6750539,1974-03-01,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,"Mt Joffre, nr Mt Aspiring",L1491130,P,-44.4035228,168.6965404,1974-11-30,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Mt French,L1491129,P,-44.4077951,168.7143948,1974-11-03,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,Above Kea Basin on way up to Mt Earnslaw East Peak,L1491132,P,-44.6171507,168.4264559,1974-12-11,,1.0,Data from Michelsen-Heath & Gaze 2007
South Island Wren,1.0,Otago,NZ-OTA,Queenstown-Lakes District,NZ-OTA-070,The ridge from Aspiring Flat towards Moncricff Col.,L1491111,P,-44.3950651,168.7819319,1974-12-01,,1.0,"Data from Michelsen-Heath & Gaze 2007: Above the Powell Bivy, close to the main bluffs, at a collection of large boulders, separated from the bluffs by a gut."
