POLITICAL_UNIT,NAME,WGMS_ID,EVENT_ID,EVENT_DATE,ET_SURGE,ET_CALVING,ET_FLOOD,ET_AVALANCHE,ET_TECTONIC,ET_OTHER,EVENT_DESCRIPTION,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
CA,CONGRUENT E,7776,767,19669999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""high laterals show retreat""CGKC1986 Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs Surge index 2 CGKC1986 = possible surge characteristics (one or two features) Surge intensity 1 WS1987: 20-40% of glacier effected. Degree of Transformation: localized ""abnormal activity"" no advance. Terminus Characteristics: mot appreciably different, slight increase in crevassing. Marginal Characteristics: moderate to no shear locally confined. Reservoir characteristics: minor crevassing. Duration <1yr.",,,"Event description, Surge Diagnostic features and index based on CGKC1986, UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,CONGRUENT F,7780,770,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""very steep profile""CGKC1986 Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,CONGRUENT G,7783,773,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""surged 1966""CGKC1986 Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs Surge index 1 CGKC1986 = uncertain surge characteristics",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,CORY,8135,1111,19599999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Recently or currently surged in 1959, with heavy crevassing (none in 1999), shear margins, looped moraines""CL2003 Surge Index 1 CL2003= Confirmed: active phase observed, many distinct surge features.",,,"Event description, Surge Diagnostic features and index based on CL2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,COUNT NORTH,7660,663,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""very steep, probable surger""CGKC1986 Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs From Map: observed surging or display evidence of surging. PA1969 Surge index 3 CGKC1986 = probably surge characteristics (several features)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,COUNT SOUTH,8529,1140,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""joins f024, no contribution, possible surger""CGKC1986 Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs From Map: observed surging or display evidence of surging. PA1969 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,COYOTE,7687,682,19519999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type D WS1987: glacier <10km. cirque. subpolar. Surge stage: very slow, <1m/day. horizontal displacement: small but 10-30% of size. Vertical displacement little observable depression, but great extension. duration <4-20 years. Quiescent stage: reservoir features very inactive. Reservoir dynamics: very slow, slow buildup. Receiving area complete stagnation, marked terminus retreat, leaves remnants ice patches. Period >20yrs Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed, not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,CRUSOE GLACIER,1410,3495,19619999,False,False,True,False,False,False,"In 1961, a GLOF took place in Crusoe glacier in Crusoe-Baby lake.",Jonathan L. Carrivick and Fiona S. Tweed,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",
CA,CUMBERLAND,64,127,19830719,True,False,True,True,False,False,"On July 19, 1983, the moraine that impounded a proglacial lake in front of Cumberland Glacier was breached, and in less than five hours almost the entire lake had emptied into the valley below. The overtopping of the moraine is believed to have been caused by waves from calving events at the ice front.The lake level lowered by 38.4 m with a loss of 6.5 million m3 of water. A large fan of coarse sediments was deposited immediately downstream from the moraine. The two WSC-gauging stations closest to the Nostetuko River were damaged. The flood lasted about 5 hours. The flow in Tragedy Canyon increased from 330 to 900 m3/s within an hour.",,,"Blown, I., Church, M. (1985): Catastrophic lake drainage within the Homathko River basin, British Columbia. Canadian Geotechnical Journal, 22 (4), 551-563.",
CA,CUMBERLAND,64,3496,19830719,False,False,True,False,False,False,"On July 19, 1983 a GLOF took place in Cumberland glacier in lake Nostetuko. The outburst volume was 6.50 * 10^6 m^3/s. The discharge peak was 900.00 m^3/s. The GLOF was probably triggered by an ice avalanche. Two gauging stations on Nostertuko River were damaged.",Jonathan L. Carrivick and Fiona S. Tweed; Stephan Harrison et al.,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK; University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Carrivick & Tweed (2016), Global and Planetary Change, 144, pp. 1-16.; Harrison, S. et al. (2018), The Cryosphere 12.4 (2018): 1195-1209.",The data come from GAPHAZ and WGMS (2008).
CA,CUNNINGHAM WEST,8128,1104,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Extensive surface folding in 1959 and 1999, retreat of eastern side by 2km in 1959-1999""CL2003 Surge Index 2 CL2003=Likely: many surge features, active phase not observed",,,"Event description, Surge Diagnostic features and index based on CL2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,D'IBERVILLE,8152,1128,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Looped moraines on terminus in 1959 (none visible in 1999), distinct shear margins, digitate water terminus""CL2003 Surge Index 2 CL2003=Likely: many surge features, active phase not observed",,,"Event description, Surge Diagnostic features and index based on CL2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DEBRIS,8035,1019,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type C WS1987: glacier size 2-10km. cirque valley glacier. Temperate subpolar glacier. Surge stage: <1-8m/day, horizontal displacement small but 10-30% of size. Vertical displacement: little observable depression, but great extension. Duration <1-4 years. Quiescent stage: reservoir features initial ""healing"" of crevasses to featureless. Reservoir dynamics: inactive except in icefalls. Receiving area: complete stagnation, marked terminus retreat, leaves remnant ice patches. Period 15-30 years ""wasted tongue, moraines, recession""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on WS1987, CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DETOUR,8040,1024,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""looped moraines, debris covered tongue""CGKC1986 Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DIADEM,3319,157,19970812,False,False,True,True,False,False,"On August 12, 1997, an ice avalanche from the Diadem glacier triggered an impact wave, which overtopped the moraine dam of Queen Bess Lake. About 8 million m3 water drained from the lake. The flood still was noticed by forestry personnel 100 km downvalley from the source.",,,"Clague, J. J., Evans, S. G. (2000): A review of catastrophic drainage of moraine-dammed lakes in British Columbia. Quaternary Science Reviews, 19, 1763 – 1783.",
CA,DIADEM,3319,3497,19970812,False,False,True,False,False,False,"On August 12th, 1997 a GLOF took place in Diadem glacier in lake Queen Bees. The outburst volume waas 8.00 * 10^6 m^3/s. The peak discharge was 1000.00 m^3/s. The GLOF was probably triggered by a rainfall. Floodwater eroded Quaternary deposits.",Jonathan L. Carrivick and Fiona S. Tweed; Stephan Harrison et al.,"School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK; University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Carrivick & Tweed (2016), Global and Planetary Change, 144, pp. 1-16.; Harrison, S. et al. (2018), The Cryosphere 12.4 (2018): 1195-1209.",The data come from GAPHAZ and Kershaw and others (2005).
CA,DISAPPOINTMENT,7974,959,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""main tributary to j033 out of phase""CGKC1986 Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. From Map: observed surging or display evidence of surging. PA1969 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DISRAELI,8161,1137,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Some looped surface moraines in 1959 and 1999, with large number of potholes over floating terminus""CL2003 Surge Index 3 CL2003= possible: a few surge features, active phase not observed",,,"Event description, Surge Diagnostic features and index based on CL2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DOBBIN BAY,8156,1132,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Heavy terminus crevassing in 1959 (little in 1999), a few small looped moraines and shear margins""CL2003 Surge Index 3 CL2003= possible: a few surge features, active phase not observed",,,"Event description, Surge Diagnostic features and index based on CL2003. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK,7798,787,19739999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 ""The most recent surge occured in 1969. The last three surges were successively less extensive."" DGH1977 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1968
CA,DONJEK,7798,788,19339999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. ""A photograph of the Donjek terminus taken in August, 1935 by Walter A. Wood suggests that a surge was in progress at the time."" DGH1977",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK,7798,789,19519999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 From Map: observed surging or display evidence of surging. PA1969 ""comparison of air photographs suggest that another pulse or surge occured at some time between 1956 and 1961, possibly this advance occured in 1961."" DGH1977 Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed, not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK,7798,790,19789999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""In 1978 a minor surge of Donjek glacier failed to dam the river."" CGKC2002 ""out of phase with main trunk glacier""CGKC1986 Surge index 5 CGKC1986 = definite surge characteristics (current, historical, or corroborative evidence exists)",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK,7798,791,19869999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): out of phase with main trunk glacierCGKC1986 Surge index 5 CGKC1986 = definite surge characteristics (current, historical, or corroborative evidence exists)",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK,7798,792,19519999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 From Map: observed surging or display evidence of surging. PA1969 ""comparison of air photographs suggest that another pulse or surge occured at some time between 1956 and 1961, possibly this advance occured in 1961."" DGH1977 Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed, not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT, JPG1972,WS1987, DGH1977. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DONJEK WEST TRIB,7800,2996,,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969,,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DUKE,7936,918,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""tributary to m212, possible active surge""CGKC1986 Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DUSTY,7947,3020,19669999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. From Map: observed surging or display evidence of surging. PA1969 ""moraine shows large recession""CGKC1986 Surge index 5 CGKC1986 = definite surge characteristics (current, historical, or corroborative evidence exists)",,,"Event description, Surge Diagnostic features and index based on UT, FWO1975, SM1987,WS1987, PA1969, CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",Surge onset: 1963
CA,DUSTY NORTH TRIB,7948,3021,,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969,,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,DYKE,8011,995,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""over-extended stagnant tongue""CGKC1986 Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. Surge index 3 CGKC1986 = probably surge characteristics (several features)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,EATON,7645,2966,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years.",,,"Event description, Surge Diagnostic features and index based on WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,EDWARD,7627,645,19519999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type A WS1987: glacier size >30km to 5-30km. Valley glacier. Temperate subpolar. Surge stage: velocity >15m/day, annually to >50m/day for short periods. Horizontal displacement large >5km. Vertical displacement: large >50m. Duration 2 to 6 years. Quiescent stage: reservoir features potholes, to crevasse free, can observe appreciable filling. Reservoir dynamics speeds much lower than ""normal"", increasing to surge. Receiving area: ""stagnant"" no activity. considerable surface lowering, if debris free: considerable retreat. Period: >15 to >60 years. Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed, not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,ELEPHANT,8079,1063,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years.",,,"Event description, Surge Diagnostic features and index based on WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,ELIZA,8048,3025,19649999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. Listed as surge type by FWO1969 From Map: observed surging or display evidence of surging. PA1969 Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassedm not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987, FWO1969, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1961
CA,ELIZA,8048,3026,19729999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 1 WS1987: 20-40% of glacier effected. Degree of Transformation: localized ""abnormal activity"" no advance. Terminus Characteristics: mot appreciably different, slight increase in crevassing. Marginal Characteristics: moderate to no shear locally confined. Reservoir characteristics: minor crevassing. Duration <1yr.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987, FWO1969, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,FDETSAK,7950,929,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""crevassed tongue may be surging""CGKC1986 Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986, WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,FELSITE,7992,976,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. From Map: observed surging or display evidence of surging. PA1969",,,"Event description, Surge Diagnostic features and index based on WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,FERRIS,8049,3027,19749999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed, not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1971
CA,FERRIS,8049,3028,19869999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 1 WS1987: 20-40% of glacier effected. Degree of Transformation: localized ""abnormal activity"" no advance. Terminus Characteristics: mot appreciably different, slight increase in crevassing. Marginal Characteristics: moderate to no shear locally confined. Reservoir characteristics: minor crevassing. Duration <1yr.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1985
CA,FERRIS,8049,3029,19269999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed as surge type glacier by HEV1969 Surge type E WS1987: glacier size >15km, valley tidewater, temperate. Surge stage: very high velocity, >15m/day, calving rate high. Horizontal displacement large but small relative to size. Vertical displacement difficult to discern. Duration <2 years. Quiescent stage: reservoir features: minor crevasse field. Reservoir dynamics: ""normal"" flow Receiving area: ""normal"" flow, monir surface lowering, calving rate low, may build delta. Period <10 to 15 years. Surge intensity 1 WS1987: 20-40% of glacier effected. Degree of Transformation: localized ""abnormal activity"" no advance. Terminus Characteristics: mot appreciably different, slight increase in crevassing. Marginal Characteristics: moderate to no shear locally confined. Reservoir characteristics: minor crevassing. Duration <1yr.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
CA,FERRIS,8049,3030,19409999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): Listed as surge type glacier by HEV1969 Surge intensity 1 WS1987: 20-40% of glacier effected. Degree of Transformation: localized ""abnormal activity"" no advance. Terminus Characteristics: mot appreciably different, slight increase in crevassing. Marginal Characteristics: moderate to no shear locally confined. Reservoir characteristics: minor crevassing. Duration <1yr.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
